"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
2.265097350E1,2.743113756E0,3.791822433E0,-2.675504684E-1
2.265597350E1,2.444244862E0,3.557373047E0,2.426638603E-1
2.266097350E1,2.029609680E0,3.253595352E0,9.986939430E-1
2.266597350E1,1.569769979E0,2.867491722E0,1.785768032E0
2.267097350E1,1.160153747E0,2.456482887E0,2.435116768E0
2.267597350E1,7.410488725E-1,2.009525299E0,3.016230106E0
2.268097350E1,4.211210608E-1,1.531475067E0,3.578843594E0
2.268597350E1,3.331330419E-1,1.090893745E0,4.131351471E0
2.269097350E1,3.958611786E-1,6.929311752E-1,4.554709435E0
2.269597350E1,5.253911614E-1,3.524770737E-1,4.747120380E0
2.270097350E1,7.885099649E-1,4.747295380E-2,4.734487534E0
2.270597350E1,1.097482085E0,-1.917228699E-1,4.458963871E0
2.271097350E1,1.405093074E0,-3.851785660E-1,3.991532326E0
2.271597350E1,1.699485540E0,-5.724353790E-1,3.436856747E0
2.272097350E1,1.958379507E0,-7.119565010E-1,2.919556141E0
2.272597350E1,2.126503944E0,-7.990350723E-1,2.459537506E0
2.273097350E1,2.248955727E0,-8.502492905E-1,2.030399799E0
2.273597350E1,2.324401855E0,-8.687357903E-1,1.557132244E0
2.274097350E1,2.386465788E0,-8.667807579E-1,1.070405006E0
2.274597350E1,2.431313753E0,-8.309793472E-1,5.788307190E-1
2.275097350E1,2.444243908E0,-8.332839012E-1,1.936435699E-2
2.275597350E1,2.422995567E0,-8.129763603E-1,-5.120944977E-1
2.276097350E1,2.390046358E0,-7.780356407E-1,-9.587473869E-1
2.276597350E1,2.352089167E0,-7.341704369E-1,-1.355105162E0
2.277097350E1,2.232122421E0,-7.179346085E-1,-1.709346533E0
2.277597350E1,2.017973423E0,-7.378301620E-1,-1.950889111E0
2.278097350E1,1.709370494E0,-7.566156387E-1,-2.122450590E0
2.278597350E1,1.319473624E0,-7.510008812E-1,-2.185717106E0
2.279097350E1,8.250854611E-1,-7.160720825E-1,-2.149803400E0
2.279597350E1,3.570215702E-1,-6.981501579E-1,-2.083348036E0
2.280097350E1,-8.871913701E-2,-6.668691635E-1,-2.004731417E0
2.280597350E1,-5.027307868E-1,-6.648640633E-1,-1.945872307E0
2.281097350E1,-8.154386878E-1,-7.418818474E-1,-1.947604895E0
2.281597350E1,-1.043382764E0,-8.750715256E-1,-1.939917803E0
2.282097350E1,-1.208451629E0,-1.050008297E0,-1.867623568E0
2.282597350E1,-1.312584877E0,-1.233038902E0,-1.711283445E0
2.283097350E1,-1.364311099E0,-1.413577557E0,-1.498287439E0
2.283597350E1,-1.361477017E0,-1.600052834E0,-1.239533663E0
2.284097350E1,-1.302803278E0,-1.797229767E0,-9.815099239E-1
2.284597350E1,-1.249503970E0,-1.987955093E0,-7.751913071E-1
2.285097350E1,-1.158885241E0,-2.168134212E0,-6.221437454E-1
2.285597350E1,-9.682489634E-1,-2.339691162E0,-5.480170250E-1
2.286097350E1,-6.797629595E-1,-2.505876064E0,-5.395245552E-1
2.286597350E1,-3.445674777E-1,-2.673658371E0,-5.752568245E-1
2.287097350E1,8.429855108E-3,-2.829722881E0,-6.882538795E-1
2.287597350E1,3.224861026E-1,-2.963197231E0,-8.450541496E-1
2.288097350E1,6.794419289E-1,-3.028548717E0,-1.037248611E0
2.288597350E1,9.870448709E-1,-3.095538139E0,-1.242570639E0
2.289097350E1,1.216786742E0,-3.109267235E0,-1.460689306E0
2.289597350E1,1.349026799E0,-3.108328342E0,-1.693074465E0
2.290097350E1,1.391986609E0,-3.077575684E0,-1.931115150E0
2.290597350E1,1.380827427E0,-3.051750660E0,-2.154300451E0
2.291097350E1,1.314990282E0,-2.980546474E0,-2.274796009E0
2.291597350E1,1.117250562E0,-2.908303261E0,-2.336944103E0
2.292097350E1,8.525514603E-1,-2.813552380E0,-2.301702499E0
2.292597350E1,6.055822968E-1,-2.702583790E0,-2.201945782E0
2.293097350E1,3.792089224E-1,-2.594899654E0,-2.065004349E0
2.293597350E1,1.727666259E-1,-2.479243279E0,-1.911038876E0
2.294097350E1,-4.375717044E-2,-2.374614716E0,-1.736020565E0
2.294597350E1,-3.261733055E-1,-2.272397995E0,-1.541864634E0
2.295097350E1,-5.809702873E-1,-2.092088223E0,-1.340348482E0
2.295597350E1,-8.506169319E-1,-1.813432693E0,-1.163793325E0
2.296097350E1,-1.009585619E0,-1.464703083E0,-1.011360168E0
2.296597350E1,-1.050691247E0,-1.112282753E0,-9.792141914E-1
2.297097350E1,-1.093793631E0,-7.914819717E-1,-1.097921371E0
2.297597350E1,-1.113517284E0,-4.854402542E-1,-1.260033846E0
2.298097350E1,-9.924685955E-1,-2.000360489E-1,-1.502943516E0
2.298597350E1,-7.686839700E-1,9.625053406E-2,-1.672194242E0
2.299097350E1,-5.403296947E-1,3.530616760E-1,-1.875238895E0
2.299597350E1,-2.925501466E-1,5.827121735E-1,-2.045589924E0
2.300097350E1,-4.910293221E-2,7.586011887E-1,-2.176626444E0
2.300597350E1,1.615180075E-1,8.957376480E-1,-2.259318352E0
2.301097350E1,3.048708141E-1,1.046036720E0,-2.242878675E0
2.301597350E1,3.457258344E-1,1.260090828E0,-2.005594015E0
2.302097350E1,2.790992260E-1,1.442261696E0,-1.627716780E0
2.302597350E1,1.593706161E-1,1.589417458E0,-1.082339764E0
2.303097350E1,2.881172299E-2,1.672051430E0,-4.567770958E-1
2.303597350E1,-2.586859465E-1,1.722025871E0,1.867880821E-1
2.304097350E1,-6.256451607E-1,1.777211189E0,9.124183655E-1
2.304597350E1,-1.008660674E0,1.866533279E0,1.591497898E0
2.305097350E1,-1.304349780E0,2.001038551E0,2.267653465E0
2.305597350E1,-1.663674593E0,2.127073288E0,2.884975433E0
2.306097350E1,-2.029671431E0,2.212154388E0,3.361302853E0
2.306597350E1,-2.309758186E0,2.301077843E0,3.652673244E0
2.307097350E1,-2.472017527E0,2.393334389E0,3.786955833E0
2.307597350E1,-2.456369162E0,2.500202179E0,3.800240993E0
2.308097350E1,-2.284419537E0,2.524928093E0,3.728181839E0
2.308597350E1,-2.079630136E0,2.480154991E0,3.556603432E0
2.309097350E1,-1.832594872E0,2.436520576E0,3.302083015E0
2.309597350E1,-1.487850428E0,2.425969124E0,2.995012283E0
2.310097350E1,-1.120153308E0,2.460153580E0,2.708222866E0
2.310597350E1,-6.754606962E-1,2.493246078E0,2.426305294E0
2.311097350E1,-1.969418824E-1,2.467921257E0,2.077910423E0
2.311597350E1,2.043053210E-1,2.411049843E0,1.672458649E0
2.312097350E1,4.950520098E-1,2.366427422E0,1.256393433E0
2.312597350E1,6.462050676E-1,2.363086700E0,8.125000000E-1
2.313097350E1,6.038518548E-1,2.429101944E0,3.916897774E-1
2.313597350E1,4.873726964E-1,2.610703468E0,1.608905792E-1
2.314097350E1,2.574491501E-1,2.817647934E0,3.997325897E-3
2.314597350E1,-1.059203148E-1,2.977241516E0,-1.670589447E-1
2.315097350E1,-4.949338138E-1,3.080545425E0,-3.154468536E-1
2.315597350E1,-9.287102222E-1,3.168334961E0,-3.999052048E-1
2.316097350E1,-1.346513987E0,3.228949547E0,-4.587574005E-1
2.316597350E1,-1.732814193E0,3.227158546E0,-4.634685516E-1
2.317097350E1,-2.060645342E0,3.166863441E0,-4.272298813E-1
2.317597350E1,-2.342515945E0,3.053645134E0,-3.216886520E-1
2.318097350E1,-2.592420816E0,2.851063728E0,-7.871389389E-2
2.318597350E1,-2.719973087E0,2.566031456E0,3.073678017E-1
2.319097350E1,-2.735104084E0,2.260399818E0,8.014974594E-1
2.319597350E1,-2.681224108E0,1.887736320E0,1.322155952E0
2.320097350E1,-2.601410389E0,1.459723473E0,1.801752090E0
2.320597350E1,-2.477030516E0,9.960412979E-1,2.202075005E0
2.321097350E1,-2.286435366E0,5.624628067E-1,2.488533020E0
2.321597350E1,-1.991626978E0,1.536846161E-1,2.632074833E0
2.322097350E1,-1.655143023E0,-1.895027161E-1,2.663311958E0
2.322597350E1,-1.229857802E0,-5.148668289E-1,2.683725357E0
2.323097350E1,-7.639203072E-1,-8.911910057E-1,2.600577354E0
2.323597350E1,-2.851189673E-1,-1.299955368E0,2.409597874E0
2.324097350E1,2.469234169E-1,-1.668426991E0,2.106733322E0
2.324597350E1,7.454124093E-1,-1.979090214E0,1.673820496E0
2.325097350E1,1.073069334E0,-2.218450069E0,1.204654217E0
2.325597350E1,1.312268496E0,-2.361056328E0,7.176446915E-1
2.326097350E1,1.409670234E0,-2.426257610E0,2.681241035E-1
2.326597350E1,1.309638381E0,-2.431156158E0,-1.478042603E-1
2.327097350E1,1.081218958E0,-2.377102852E0,-5.005908012E-1
2.327597350E1,7.889980078E-1,-2.237369061E0,-8.624463081E-1
2.328097350E1,4.190064073E-1,-2.108558655E0,-1.257581472E0
2.328597350E1,8.913592249E-2,-1.978247166E0,-1.580576420E0
2.329097350E1,-2.069002092E-1,-1.906473160E0,-1.849046230E0
2.329597350E1,-5.293189287E-1,-1.787999153E0,-2.083858013E0
2.330097350E1,-8.750081062E-1,-1.628100395E0,-2.246041298E0
2.330597350E1,-1.217620611E0,-1.443911552E0,-2.302108765E0
2.331097350E1,-1.486246228E0,-1.276258469E0,-2.285282612E0
2.331597350E1,-1.674255252E0,-1.199169159E0,-2.215726614E0
2.332097350E1,-1.819025993E0,-1.207355499E0,-2.109506845E0
2.332597350E1,-1.889343381E0,-1.252170563E0,-1.949629307E0
2.333097350E1,-1.842895985E0,-1.320707321E0,-1.753333569E0
2.333597350E1,-1.714246988E0,-1.402425766E0,-1.512750864E0
2.334097350E1,-1.487365961E0,-1.477806568E0,-1.304468632E0
2.334597350E1,-1.220404506E0,-1.574790001E0,-1.179224491E0
2.335097350E1,-9.094849825E-1,-1.741929054E0,-1.079124928E0
2.335597350E1,-5.665770769E-1,-1.930515766E0,-1.047109604E0
2.336097350E1,-2.025469989E-1,-2.094530106E0,-1.051810265E0
2.336597350E1,2.059051692E-1,-2.238249779E0,-1.057864189E0
2.337097350E1,6.306638718E-1,-2.351368427E0,-1.087596416E0
2.337597350E1,9.015330076E-1,-2.431521416E0,-1.196400166E0
2.338097350E1,1.002851009E0,-2.469361782E0,-1.412388325E0
2.338597350E1,1.028283238E0,-2.465060711E0,-1.631031513E0
2.339097350E1,1.055259943E0,-2.456624985E0,-1.763702631E0
2.339597350E1,1.111382008E0,-2.427178383E0,-1.817047596E0
2.340097350E1,1.175451517E0,-2.385624409E0,-1.779626846E0
2.340597350E1,1.241897464E0,-2.373680115E0,-1.714921474E0
2.341097350E1,1.275386810E0,-2.362535477E0,-1.576911449E0
2.341597350E1,1.248085856E0,-2.415588379E0,-1.383916855E0
2.342097350E1,1.241339684E0,-2.470672607E0,-1.153123856E0
2.342597350E1,1.205021977E0,-2.421292782E0,-8.646154404E-1
2.343097350E1,9.946667552E-1,-2.308865070E0,-6.009135246E-1
2.343597350E1,6.236734390E-1,-2.165247917E0,-3.986377716E-1
2.344097350E1,1.526669264E-1,-2.050215244E0,-2.389411926E-1
2.344597350E1,-3.336982727E-1,-1.956829071E0,-1.648707390E-1
2.345097350E1,-7.579879761E-1,-1.805552959E0,-1.206278801E-1
2.345597350E1,-1.157582641E0,-1.543302059E0,-1.849446297E-1
2.346097350E1,-1.464227319E0,-1.244740486E0,-2.548546791E-1
2.346597350E1,-1.577358603E0,-9.440703392E-1,-4.052023888E-1
2.347097350E1,-1.533840656E0,-6.724228859E-1,-6.166992188E-1
2.347597350E1,-1.361479878E0,-4.439015388E-1,-8.383312225E-1
2.348097350E1,-1.025202274E0,-2.366871834E-1,-1.131198406E0
2.348597350E1,-5.493758321E-1,-4.294729233E-2,-1.403115749E0
2.349097350E1,5.330845714E-3,1.294803619E-2,-1.630019188E0
2.349597350E1,4.376227856E-1,1.096377373E-1,-1.771547318E0
2.350097350E1,9.042443037E-1,5.745744705E-2,-1.837610722E0
2.350597350E1,1.273572683E0,-8.147621155E-2,-1.753196716E0
2.351097350E1,1.452901602E0,-2.006049156E-1,-1.513605595E0
2.351597350E1,1.528815389E0,-1.943316460E-1,-1.155191898E0
2.352097350E1,1.512336850E0,-7.886886597E-2,-7.596836090E-1
2.352597350E1,1.348546028E0,2.569437027E-2,-2.930788994E-1
2.353097350E1,1.199130893E0,1.165070534E-1,1.018185616E-1
2.353597350E1,1.067366242E0,2.030177116E-1,4.261841774E-1
2.354097350E1,8.763451576E-1,3.228693008E-1,6.792416573E-1
2.354597350E1,6.674619317E-1,4.264473915E-1,9.313883781E-1
2.355097350E1,5.162401199E-1,4.815039635E-1,1.150772095E0
2.355597350E1,4.472583532E-1,5.902700424E-1,1.312388420E0
2.356097350E1,4.167450964E-1,7.378325462E-1,1.391000748E0
2.356597350E1,3.935387731E-1,9.240980148E-1,1.400447845E0
2.357097350E1,3.509956598E-1,1.129685402E0,1.392233372E0
2.357597350E1,2.779858410E-1,1.326035500E0,1.373958588E0
2.358097350E1,1.782637388E-1,1.556634426E0,1.377293587E0
2.358597350E1,8.585184067E-2,1.767112255E0,1.475636959E0
2.359097350E1,-2.449369058E-3,1.938585758E0,1.668882370E0
2.359597350E1,-7.342213392E-2,2.097783089E0,1.955801487E0
2.360097350E1,-1.500970125E-1,2.234266758E0,2.270518780E0
2.360597350E1,-2.502764165E-1,2.357972622E0,2.579679966E0
2.361097350E1,-3.167999983E-1,2.470805645E0,2.886691570E0
2.361597350E1,-2.782500684E-1,2.562252522E0,3.171832561E0
2.362097350E1,-1.642810255E-1,2.636799335E0,3.430478096E0
2.362597350E1,-2.001767755E-1,2.787089348E0,3.529036045E0
2.363097350E1,-3.066729307E-1,2.922809601E0,3.495626926E0
2.363597350E1,-4.469515085E-1,3.025384903E0,3.359357834E0
2.364097350E1,-5.397242904E-1,3.109825134E0,3.038361549E0
2.364597350E1,-5.041652918E-1,3.210930824E0,2.609609604E0
2.365097350E1,-3.363091946E-1,3.311263084E0,2.110934258E0
2.365597350E1,-1.312377155E-1,3.354642868E0,1.528610229E0
2.366097350E1,2.089958638E-2,3.324090958E0,9.908523560E-1
2.366597350E1,1.920064390E-1,3.247018814E0,5.646243095E-1
2.367097350E1,3.343793452E-1,3.140716553E0,2.666506767E-1
2.367597350E1,3.821997344E-1,3.015213966E0,1.607646942E-1
2.368097350E1,3.792576194E-1,2.834717751E0,2.503018379E-1
2.368597350E1,3.334251940E-1,2.573635101E0,5.188536644E-1
2.369097350E1,1.914251149E-1,2.255697250E0,9.281148911E-1
2.369597350E1,4.933255166E-2,1.889063835E0,1.488742828E0
2.370097350E1,-1.512305811E-2,1.535030365E0,2.111005783E0
2.370597350E1,-1.105307788E-1,1.261706352E0,2.685940266E0
2.371097350E1,-2.628089488E-1,1.031923294E0,3.185143471E0
2.371597350E1,-3.526795506E-1,7.807197571E-1,3.527268410E0
2.372097350E1,-3.687605560E-1,5.504808426E-1,3.686779976E0
2.372597350E1,-2.654260695E-1,3.247299194E-1,3.620413780E0
2.373097350E1,-2.832845226E-2,7.909870148E-2,3.325385094E0
2.373597350E1,2.725294232E-1,-1.429824829E-1,2.893763542E0
2.374097350E1,5.341874957E-1,-3.537054062E-1,2.387607574E0
2.374597350E1,6.848631501E-1,-5.146903992E-1,1.840822697E0
2.375097350E1,7.418714762E-1,-6.323323250E-1,1.259255886E0
2.375597350E1,7.895849943E-1,-6.809668541E-1,6.712293625E-1
2.376097350E1,9.000372887E-1,-6.811370850E-1,1.346721649E-1
2.376597350E1,1.095419645E0,-6.657295227E-1,-3.462910652E-1
2.377097350E1,1.299982786E0,-6.713147163E-1,-7.526440620E-1
2.377597350E1,1.475940943E0,-6.990380287E-1,-1.100336313E0
2.378097350E1,1.664572239E0,-7.284131050E-1,-1.376639128E0
2.378597350E1,1.875039816E0,-7.910275459E-1,-1.614111185E0
2.379097350E1,2.006502628E0,-8.819742203E-1,-1.861662865E0
2.379597350E1,2.090675354E0,-9.843702316E-1,-2.168301105E0
2.380097350E1,2.132061243E0,-1.097483635E0,-2.405176163E0
2.380597350E1,2.086772203E0,-1.206344604E0,-2.600199938E0
2.381097350E1,1.987655878E0,-1.281571865E0,-2.773685455E0
2.381597350E1,1.824728012E0,-1.280312061E0,-2.904699564E0
2.382097350E1,1.586417675E0,-1.190090656E0,-3.012213230E0
2.382597350E1,1.311594963E0,-1.060500622E0,-3.101088524E0
2.383097350E1,9.833468199E-1,-9.510583878E-1,-3.171614170E0
2.383597350E1,6.649342179E-1,-8.888392448E-1,-3.175398827E0
2.384097350E1,4.285907149E-1,-8.587417603E-1,-3.152513027E0
2.384597350E1,2.323690802E-1,-8.452839851E-1,-3.110130072E0
2.385097350E1,3.800413013E-2,-8.428101540E-1,-3.052048206E0
2.385597350E1,-1.530264020E-1,-8.909401894E-1,-3.013196945E0
2.386097350E1,-2.558960319E-1,-9.864406586E-1,-2.951903343E0
2.386597350E1,-3.026120365E-1,-1.161309719E0,-2.892884731E0
2.387097350E1,-2.866995931E-1,-1.378123283E0,-2.769015789E0
2.387597350E1,-2.847363949E-1,-1.600827217E0,-2.579572201E0
2.388097350E1,-3.189241886E-1,-1.812032223E0,-2.293376207E0
2.388597350E1,-2.833881080E-1,-1.988690376E0,-1.935707331E0
2.389097350E1,-1.328854561E-1,-2.139651299E0,-1.539553404E0
2.389597350E1,1.135331988E-1,-2.279105663E0,-1.120596170E0
2.390097350E1,3.054315746E-1,-2.391693115E0,-7.086172104E-1
2.390597350E1,4.138228595E-1,-2.475379944E0,-4.113044739E-1
2.391097350E1,4.997132421E-1,-2.503540993E0,-1.995615959E-1
2.391597350E1,5.901713371E-1,-2.478837490E0,-8.055925369E-2
2.392097350E1,6.286576986E-1,-2.435042858E0,-7.809638977E-2
2.392597350E1,6.265180111E-1,-2.397487164E0,-1.217055321E-1
2.393097350E1,5.588551760E-1,-2.310489178E0,-1.934266090E-1
2.393597350E1,4.430086017E-1,-2.186336517E0,-2.741470337E-1
2.394097350E1,2.605504990E-1,-2.018017292E0,-3.342118263E-1
2.394597350E1,-9.165108204E-4,-1.865743637E0,-4.114780426E-1
2.395097350E1,-2.545117140E-1,-1.753279686E0,-5.187420845E-1
2.395597350E1,-4.869035184E-1,-1.646476746E0,-6.152195930E-1
2.396097350E1,-6.426277161E-1,-1.528599739E0,-7.033081055E-1
2.396597350E1,-7.099013925E-1,-1.482638836E0,-7.948665619E-1
2.397097350E1,-7.829281092E-1,-1.480471611E0,-8.767545223E-1
2.397597350E1,-8.187775612E-1,-1.523421764E0,-9.197990894E-1
2.398097350E1,-8.220421076E-1,-1.544296741E0,-9.194881916E-1
2.398597350E1,-7.887412906E-1,-1.521811008E0,-8.937683105E-1
2.399097350E1,-6.847620606E-1,-1.465059280E0,-8.773174286E-1
2.399597350E1,-5.086742043E-1,-1.385398388E0,-9.082472324E-1
2.400097350E1,-2.867922783E-1,-1.270518780E0,-9.732472897E-1
2.400597350E1,-6.467854977E-2,-1.134853363E0,-1.087050676E0
2.401097350E1,1.391496062E-1,-9.875159264E-1,-1.251165152E0
2.401597350E1,3.473864496E-1,-7.832474709E-1,-1.458793163E0
2.402097350E1,5.801397562E-1,-5.194749832E-1,-1.679306984E0
2.402597350E1,8.173210025E-1,-2.140693665E-1,-1.881631851E0
2.403097350E1,1.009850025E0,1.106643677E-1,-2.044119120E0
2.403597350E1,1.150544167E0,4.059438705E-1,-2.191996813E0
2.404097350E1,1.274793386E0,6.236753464E-1,-2.259020329E0
2.404597350E1,1.368424654E0,7.929067612E-1,-2.207662821E0
2.405097350E1,1.431069374E0,9.520721436E-1,-2.015260935E0
2.405597350E1,1.386440873E0,1.080618858E0,-1.690503359E0
2.406097350E1,1.252253413E0,1.073276520E0,-1.286222219E0
2.406597350E1,1.127157211E0,9.097166061E-1,-8.005280495E-1
2.407097350E1,1.110317469E0,6.486377716E-1,-2.979650497E-1
2.407597350E1,1.143238306E0,3.448219299E-1,3.488359451E-1
2.408097350E1,1.065057397E0,1.029615402E-1,1.144607067E0
2.408597350E1,7.419174910E-1,-2.391815186E-3,2.047614098E0
2.409097350E1,4.345259070E-2,6.165695190E-2,2.953495502E0
2.409597350E1,-8.928306699E-1,3.149423599E-1,3.772642612E0
2.410097350E1,-1.748335361E0,6.871109009E-1,4.383913040E0
2.410597350E1,-2.347393513E0,1.133019447E0,4.757675648E0
2.411097350E1,-2.730341434E0,1.613845825E0,4.979120731E0
2.411597350E1,-2.902004242E0,2.043919563E0,5.004808903E0
2.412097350E1,-2.813797235E0,2.364705086E0,4.782989025E0
2.412597350E1,-2.425629616E0,2.564283371E0,4.348444462E0
2.413097350E1,-1.810984612E0,2.653647423E0,3.784104347E0
2.413597350E1,-1.112783551E0,2.621412277E0,3.059615612E0
2.414097350E1,-4.406363368E-1,2.514746666E0,2.325580597E0
2.414597350E1,1.228388548E-1,2.427478790E0,1.608326912E0
2.415097350E1,5.480047464E-1,2.415253639E0,8.874850273E-1
2.415597350E1,7.896031141E-1,2.456197739E0,1.942529678E-1
2.416097350E1,8.962681890E-1,2.474637985E0,-4.033818245E-1
2.416597350E1,8.322573304E-1,2.544366837E0,-8.643231392E-1
2.417097350E1,6.914824247E-1,2.641500473E0,-1.195292711E0
2.417597350E1,4.718361199E-1,2.747905731E0,-1.441184282E0
2.418097350E1,7.375115156E-2,2.856824875E0,-1.573573589E0
2.418597350E1,-4.081600308E-1,2.928258896E0,-1.611058235E0
2.419097350E1,-1.055852652E0,2.957112312E0,-1.599114180E0
2.419597350E1,-1.803532600E0,2.895121574E0,-1.458922863E0
2.420097350E1,-2.561030865E0,2.824692726E0,-1.232633591E0
2.420597350E1,-3.176452637E0,2.693330765E0,-8.264007568E-1
2.421097350E1,-3.681967735E0,2.491559982E0,-3.159966469E-1
2.421597350E1,-4.031566620E0,2.236877441E0,2.229065895E-1
2.422097350E1,-4.173001766E0,1.902215004E0,8.015007973E-1
2.422597350E1,-4.048407555E0,1.463529587E0,1.315692425E0
2.423097350E1,-3.737814903E0,1.008448601E0,1.781689644E0
2.423597350E1,-3.274596214E0,5.464706421E-1,2.125218868E0
2.424097350E1,-2.735806465E0,9.030723572E-2,2.460232735E0
2.424597350E1,-2.193696976E0,-2.970318794E-1,2.707765579E0
2.425097350E1,-1.673497081E0,-5.753121376E-1,2.797977448E0
2.425597350E1,-1.150588393E0,-7.736716270E-1,2.686689854E0
2.426097350E1,-6.215211153E-1,-9.169664383E-1,2.383066654E0
2.426597350E1,-6.558454037E-2,-1.004403114E0,1.947854519E0
2.427097350E1,4.984509051E-1,-1.083473682E0,1.483245373E0
2.427597350E1,9.984699488E-1,-1.177123070E0,9.997582436E-1
2.428097350E1,1.367209673E0,-1.289869308E0,5.977263451E-1
2.428597350E1,1.663351774E0,-1.425419331E0,3.186645508E-1
2.429097350E1,1.869219780E0,-1.525611401E0,1.604323387E-1
2.429597350E1,1.941617608E0,-1.581579208E0,8.549308777E-2
2.430097350E1,1.800673246E0,-1.565445900E0,1.045823097E-1
2.430597350E1,1.581512690E0,-1.503846169E0,1.075677872E-1
2.431097350E1,1.268781424E0,-1.386088848E0,9.505701065E-2
2.431597350E1,8.995790482E-1,-1.235200882E0,9.479999542E-3
2.432097350E1,5.262991190E-1,-1.100420475E0,-2.257728577E-1
2.432597350E1,1.686915755E-1,-9.375967979E-1,-5.378670692E-1
2.433097350E1,-1.718714237E-1,-7.774987221E-1,-8.128952980E-1
2.433597350E1,-5.324501991E-1,-6.529984474E-1,-1.131487370E0
2.434097350E1,-8.526629210E-1,-5.817360878E-1,-1.396691322E0
2.434597350E1,-1.147378325E0,-5.605034828E-1,-1.594567776E0
2.435097350E1,-1.355227113E0,-5.985541344E-1,-1.725581646E0
2.435597350E1,-1.462869167E0,-7.080798149E-1,-1.774402857E0
2.436097350E1,-1.457564950E0,-9.006757736E-1,-1.746500254E0
2.436597350E1,-1.338255286E0,-1.143616676E0,-1.655510426E0
2.437097350E1,-1.160484076E0,-1.345582008E0,-1.531842232E0
2.437597350E1,-9.254076481E-1,-1.514285088E0,-1.389671326E0
2.438097350E1,-6.897387505E-1,-1.655084133E0,-1.156340599E0
2.438597350E1,-4.847609997E-1,-1.736413956E0,-8.411884308E-1
2.439097350E1,-3.691223860E-1,-1.734847546E0,-5.441222191E-1
2.439597350E1,-3.710311651E-1,-1.676857471E0,-2.855496407E-1
2.440097350E1,-4.019254446E-1,-1.606136322E0,-6.569004059E-2
2.440597350E1,-4.132251740E-1,-1.581486702E0,9.932994843E-2
2.441097350E1,-3.642424941E-1,-1.571687698E0,1.941242218E-1
2.441597350E1,-2.876279354E-1,-1.567843914E0,1.934285164E-1
2.442097350E1,-2.220874429E-1,-1.553125381E0,5.886077881E-2
2.442597350E1,-1.821145415E-1,-1.464233875E0,-1.882381439E-1
2.443097350E1,-2.145741582E-1,-1.377494812E0,-5.680232048E-1
2.443597350E1,-2.401322722E-1,-1.407405376E0,-1.056794167E0
2.444097350E1,-2.010266781E-1,-1.483206749E0,-1.491137028E0
2.444597350E1,-5.757516623E-2,-1.617326736E0,-1.874070644E0
2.445097350E1,1.633036137E-1,-1.738804340E0,-2.136966705E0
2.445597350E1,4.285789728E-1,-1.827022552E0,-2.295247078E0
2.446097350E1,6.232663989E-1,-1.873664379E0,-2.360234976E0
2.446597350E1,6.628060341E-1,-1.891825199E0,-2.263742685E0
2.447097350E1,6.329360008E-1,-1.883159161E0,-1.982503414E0
2.447597350E1,5.991923213E-1,-1.856708527E0,-1.580285072E0
2.448097350E1,5.598524809E-1,-1.801730633E0,-1.184205532E0
2.448597350E1,5.369472504E-1,-1.699759483E0,-8.456583023E-1
2.449097350E1,5.061601996E-1,-1.533854008E0,-6.053915024E-1
2.449597350E1,4.049116373E-1,-1.310786247E0,-4.759016037E-1
2.450097350E1,2.496914268E-1,-1.085727692E0,-4.803657532E-1
2.450597350E1,7.259404659E-2,-8.585882187E-1,-6.151933670E-1
2.451097350E1,-1.076415777E-1,-6.631259918E-1,-7.863473892E-1
2.451597350E1,-2.584872246E-1,-4.321899414E-1,-9.595932961E-1
2.452097350E1,-3.839361072E-1,-1.332430840E-1,-1.120113850E0
2.452597350E1,-4.905631542E-1,1.449203491E-1,-1.263157845E0
2.453097350E1,-5.354145765E-1,3.625755310E-1,-1.347503662E0
2.453597350E1,-4.661815166E-1,5.392475128E-1,-1.345307827E0
2.454097350E1,-3.625048399E-1,6.652040482E-1,-1.260829449E0
2.454597350E1,-2.189011574E-1,7.185893059E-1,-1.090722561E0
2.455097350E1,-6.029427052E-2,7.311534882E-1,-8.064894676E-1
2.455597350E1,1.024103761E-1,7.213363647E-1,-4.084782600E-1
2.456097350E1,2.926030159E-1,6.996831894E-1,1.035480499E-1
2.456597350E1,4.396772981E-1,6.517038345E-1,7.005319595E-1
2.457097350E1,5.574660301E-1,6.834907532E-1,1.264487743E0
2.457597350E1,6.502884626E-1,7.328939438E-1,1.713325500E0
2.458097350E1,7.217409611E-1,8.072500229E-1,2.085038185E0
2.458597350E1,7.617818117E-1,9.387121201E-1,2.389808655E0
2.459097350E1,7.621406317E-1,1.145334244E0,2.640775204E0
2.459597350E1,7.150095701E-1,1.384153366E0,2.799411297E0
2.460097350E1,6.138218641E-1,1.655955315E0,2.893836498E0
2.460597350E1,4.527213573E-1,1.846903801E0,2.834957123E0
2.461097350E1,2.186629474E-1,1.902555466E0,2.721809864E0
2.461597350E1,-5.612915754E-2,1.884817123E0,2.616044998E0
2.462097350E1,-2.514699101E-1,1.821317673E0,2.574015141E0
2.462597350E1,-3.636389375E-1,1.778374672E0,2.587901592E0
2.463097350E1,-4.666598439E-1,1.735846519E0,2.628302097E0
2.463597350E1,-4.496766329E-1,1.752932549E0,2.688956738E0
2.464097350E1,-2.629371583E-1,1.841690063E0,2.598335266E0
