"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
2.330509739E2,-4.395590425E-1,1.878584862E0,4.604866028E0
2.330559739E2,7.989502549E-1,1.163186073E0,4.269224167E0
2.330609739E2,1.940971255E0,5.514373779E-1,3.917717934E0
2.330659739E2,2.664730549E0,-5.179405212E-2,3.612552881E0
2.330709739E2,3.232964277E0,-6.222734451E-1,3.319016218E0
2.330759739E2,3.444102049E0,-1.132140160E0,2.964682579E0
2.330809739E2,3.288808107E0,-1.495676041E0,2.606149912E0
2.330859739E2,3.004818201E0,-1.766477585E0,2.193126440E0
2.330909739E2,2.537823439E0,-1.964293003E0,1.570669413E0
2.330959739E2,2.017109394E0,-2.047282219E0,8.383345604E-1
2.331009739E2,1.485130668E0,-2.088079453E0,8.591365814E-2
2.331059739E2,9.378042221E-1,-2.065832138E0,-6.864142418E-1
2.331109739E2,3.862427473E-1,-2.115388393E0,-1.443902612E0
2.331159739E2,-1.322182268E-1,-2.203495979E0,-2.126225471E0
2.331209739E2,-5.413484573E-1,-2.266590118E0,-2.743798494E0
2.331259739E2,-8.209667206E-1,-2.341562271E0,-3.331389189E0
2.331309739E2,-1.040423155E0,-2.419530869E0,-3.829870701E0
2.331359739E2,-1.257847905E0,-2.401561737E0,-4.232338905E0
2.331409739E2,-1.436702728E0,-2.376638889E0,-4.563004494E0
2.331459739E2,-1.604035139E0,-2.429645538E0,-4.868453503E0
2.331509739E2,-1.769296408E0,-2.533421993E0,-5.068242073E0
2.331559739E2,-1.737987518E0,-2.660621643E0,-5.090364456E0
2.331609739E2,-1.530056953E0,-2.812622070E0,-4.826632023E0
2.331659739E2,-1.212545156E0,-2.998425961E0,-4.373455524E0
2.331709739E2,-8.879213333E-1,-3.178061008E0,-3.750673056E0
2.331759739E2,-6.093778610E-1,-3.337110043E0,-3.055358887E0
2.331809739E2,-3.374715447E-1,-3.481834888E0,-2.371960163E0
2.331859739E2,-3.824266791E-2,-3.630904675E0,-1.811641216E0
2.331909739E2,2.635168433E-1,-3.776858330E0,-1.325409293E0
2.331959739E2,5.186772346E-1,-3.880131721E0,-8.281927109E-1
2.332009739E2,7.687544227E-1,-3.965498447E0,-3.699641228E-1
2.332059739E2,1.035056591E0,-4.102149487E0,-2.685308456E-2
2.332109739E2,1.176102757E0,-4.274783134E0,2.248308659E-1
2.332159739E2,1.246854544E0,-4.391163349E0,3.927211761E-1
2.332209739E2,1.246687531E0,-4.397614002E0,4.577295780E-1
2.332259739E2,1.075707197E0,-4.355261803E0,4.781384468E-1
2.332309739E2,8.341022730E-1,-4.267652035E0,4.257981777E-1
2.332359739E2,5.319592953E-1,-4.133299828E0,3.010008335E-1
2.332409739E2,2.125644684E-1,-3.984508991E0,9.592938423E-2
2.332459739E2,-2.441979945E-2,-3.802893162E0,-1.578857899E-1
2.332509739E2,-1.743257046E-1,-3.544579983E0,-4.416580200E-1
2.332559739E2,-2.587650120E-1,-3.252491951E0,-7.390351295E-1
2.332609739E2,-2.626622617E-1,-3.061443806E0,-1.020673752E0
2.332659739E2,-2.183485031E-1,-2.829201698E0,-1.325396538E0
2.332709739E2,-7.485982776E-2,-2.573256969E0,-1.577423930E0
2.332759739E2,1.018626839E-1,-2.405182362E0,-1.886061072E0
2.332809739E2,2.049069256E-1,-2.166392803E0,-2.251161098E0
2.332859739E2,2.915765643E-1,-1.850023270E0,-2.528605700E0
2.332909739E2,3.861435056E-1,-1.352540016E0,-2.532024622E0
2.332959739E2,4.545844793E-1,-8.081169128E-1,-2.285291433E0
2.333009739E2,4.753001034E-1,-2.842178345E-1,-1.940155983E0
2.333059739E2,3.688967526E-1,2.029571533E-1,-1.557234645E0
2.333109739E2,5.610126257E-2,6.520023346E-1,-1.085022926E0
2.333159739E2,-2.389281690E-1,1.023787498E0,-4.668738842E-1
2.333209739E2,-3.595499992E-1,1.479287148E0,2.016017437E-1
2.333259739E2,-3.159598410E-1,1.893097878E0,8.784401417E-1
2.333309739E2,-1.367763579E-1,2.107335091E0,1.588202238E0
2.333359739E2,1.725703478E-2,2.222977638E0,2.195504665E0
2.333409739E2,8.161637187E-2,2.351657867E0,2.661017179E0
2.333459739E2,6.146392226E-2,2.423143387E0,3.007591963E0
2.333509739E2,-2.062830329E-2,2.391841888E0,3.260493755E0
2.333559739E2,-2.892068028E-2,2.360831261E0,3.443383694E0
2.333609739E2,2.277883887E-2,2.388658524E0,3.546186209E0
2.333659739E2,-1.168555021E-2,2.463030815E0,3.564452171E0
2.333709739E2,-2.316054106E-1,2.598802567E0,3.448570967E0
2.333759739E2,-6.370090246E-1,2.752402306E0,3.220389605E0
2.333809739E2,-9.733098149E-1,2.911347389E0,2.978369951E0
2.333859739E2,-9.670001864E-1,3.089572906E0,2.800985813E0
2.333909739E2,-8.223951459E-1,3.246134758E0,2.678475142E0
2.333959739E2,-8.800981641E-1,3.366216660E0,2.562219143E0
2.334009739E2,-1.060917616E0,3.429054260E0,2.426120043E0
2.334059739E2,-1.098263264E0,3.447065353E0,2.370090246E0
2.334109739E2,-1.022661686E0,3.485852242E0,2.326198578E0
2.334159739E2,-9.542893171E-1,3.540575027E0,2.184866190E0
2.334209739E2,-9.184730649E-1,3.532638550E0,1.916166067E0
2.334259739E2,-1.005045891E0,3.536068916E0,1.480626345E0
2.334309739E2,-9.638136029E-1,3.572456360E0,8.202464581E-1
2.334359739E2,-6.847188473E-1,3.569264412E0,7.426142693E-2
2.334409739E2,-5.284128785E-1,3.587740898E0,-6.352143288E-1
2.334459739E2,-5.118244290E-1,3.704174995E0,-1.324254751E0
2.334509739E2,-5.346321464E-1,3.904002190E0,-1.958568096E0
2.334559739E2,-6.220329404E-1,4.138481140E0,-2.607204199E0
2.334609739E2,-8.626336455E-1,4.209341049E0,-3.051445961E0
2.334659739E2,-1.284977436E0,4.144594193E0,-3.105453730E0
2.334709739E2,-1.964354277E0,4.135788918E0,-2.569779396E0
2.334759739E2,-2.720981121E0,4.113883018E0,-1.379181504E0
2.334809739E2,-3.314394474E0,3.945019722E0,1.711773872E-1
2.334859739E2,-3.774121523E0,3.590720177E0,1.716276646E0
2.334909739E2,-4.102522373E0,3.127679825E0,3.089790821E0
2.334959739E2,-4.065703869E0,2.649428368E0,4.272840977E0
2.335009739E2,-3.585461617E0,2.179513931E0,5.180222988E0
2.335059739E2,-2.714989424E0,1.766350746E0,5.749117851E0
2.335109739E2,-1.620249748E0,1.288644791E0,6.011542797E0
2.335159739E2,-5.077686906E-1,7.470808029E-1,6.104761124E0
2.335209739E2,4.344167709E-1,1.908740997E-1,6.029591084E0
2.335259739E2,1.223693132E0,-2.672042847E-1,5.603517532E0
2.335309739E2,1.846565247E0,-6.376762390E-1,4.912832260E0
2.335359739E2,2.270896435E0,-1.017082214E0,4.053072929E0
2.335409739E2,2.323270798E0,-1.284721375E0,3.179598093E0
2.335459739E2,2.014372349E0,-1.420900345E0,2.338638544E0
2.335509739E2,1.479426026E0,-1.519855499E0,1.502702951E0
2.335559739E2,7.410945892E-1,-1.637499809E0,6.571738720E-1
2.335609739E2,-1.582992673E-1,-1.700272083E0,-1.269981861E-1
2.335659739E2,-1.028720975E0,-1.719401836E0,-8.055934906E-1
2.335709739E2,-1.667898417E0,-1.811602592E0,-1.350588083E0
2.335759739E2,-2.005161762E0,-1.923112392E0,-1.733467221E0
2.335809739E2,-2.134771347E0,-2.058750629E0,-1.996512294E0
2.335859739E2,-2.185011387E0,-2.210107803E0,-2.263973951E0
2.335909739E2,-2.176134348E0,-2.390204906E0,-2.526467085E0
2.335959739E2,-2.119202137E0,-2.559699059E0,-2.776857376E0
2.336009739E2,-1.985808492E0,-2.742715836E0,-2.840920925E0
2.336059739E2,-1.767290831E0,-2.971410751E0,-2.811320305E0
2.336109739E2,-1.422064066E0,-3.213967323E0,-2.811834812E0
2.336159739E2,-1.052023411E0,-3.412120819E0,-2.854428053E0
2.336209739E2,-6.917735934E-1,-3.604701519E0,-2.905867577E0
2.336259739E2,-3.608745337E-1,-3.840057850E0,-2.998990059E0
2.336309739E2,-1.424894929E-1,-4.092203140E0,-3.037818909E0
2.336359739E2,1.019523740E-1,-4.236754894E0,-3.005872726E0
2.336409739E2,2.428266406E-1,-4.395786285E0,-2.956216335E0
2.336459739E2,3.414883018E-1,-4.556481361E0,-2.783006668E0
2.336509739E2,4.329655170E-1,-4.731260300E0,-2.481009007E0
2.336559739E2,5.661399364E-1,-4.854164124E0,-2.061265945E0
2.336609739E2,7.850615382E-1,-4.966686249E0,-1.587568164E0
2.336659739E2,9.765128493E-1,-5.088369846E0,-1.109189868E0
2.336709739E2,1.110760808E0,-5.114038944E0,-6.633112431E-1
2.336759739E2,1.098938704E0,-5.049612522E0,-3.288733959E-1
2.336809739E2,1.000396013E0,-4.940033436E0,-3.017091751E-2
2.336859739E2,8.811832666E-1,-4.802882195E0,1.808869839E-1
2.336909739E2,7.436805367E-1,-4.617458820E0,2.078201771E-1
2.336959739E2,6.486324072E-1,-4.420574188E0,1.205174923E-1
2.337009739E2,4.869711399E-1,-4.267104149E0,-2.349612713E-1
2.337059739E2,1.836011112E-1,-4.034851074E0,-7.393271923E-1
2.337109739E2,-1.013838053E-1,-3.699584007E0,-1.279059410E0
2.337159739E2,-3.332657218E-1,-3.371291161E0,-1.829886913E0
2.337209739E2,-5.885414481E-1,-3.103976250E0,-2.382266998E0
2.337259739E2,-8.348372579E-1,-2.811705112E0,-2.841516495E0
2.337309739E2,-1.055005193E0,-2.520048618E0,-3.298917294E0
2.337359739E2,-1.238708735E0,-2.224536896E0,-3.565138817E0
2.337409739E2,-1.280629396E0,-2.008388519E0,-3.735579491E0
2.337459739E2,-1.236182451E0,-1.779359341E0,-3.764720440E0
2.337509739E2,-1.173491240E0,-1.561501026E0,-3.706943750E0
2.337559739E2,-1.020302296E0,-1.354210854E0,-3.585835934E0
2.337609739E2,-8.003778458E-1,-1.148998260E0,-3.339919806E0
2.337659739E2,-4.777549505E-1,-9.705190659E-1,-2.927492142E0
2.337709739E2,-2.443515658E-1,-7.292499542E-1,-2.445868492E0
2.337759739E2,-1.238977909E-2,-5.056562424E-1,-2.001627922E0
2.337809739E2,2.915874124E-1,-2.734422684E-1,-1.622934103E0
2.337859739E2,6.801407337E-1,4.254245758E-2,-1.248691559E0
2.337909739E2,1.113542318E0,3.439674377E-1,-8.650478125E-1
2.337959739E2,1.537090302E0,6.240644455E-1,-5.404880047E-1
2.338009739E2,1.787173152E0,8.741931915E-1,-2.112224102E-1
2.338059739E2,1.926236153E0,1.154717445E0,1.118059158E-1
2.338109739E2,1.967582464E0,1.498801231E0,4.304087162E-1
2.338159739E2,1.828613043E0,1.896351814E0,6.039695740E-1
2.338209739E2,1.660069704E0,2.211676598E0,7.129917145E-1
2.338259739E2,1.417025685E0,2.453289986E0,8.464524746E-1
2.338309739E2,1.009754181E0,2.716941833E0,9.350943565E-1
2.338359739E2,5.466389060E-1,3.073315620E0,1.181023836E0
2.338409739E2,-9.159457684E-2,3.472216606E0,1.438595057E0
2.338459739E2,-8.189671040E-1,3.889928818E0,1.705327034E0
2.338509739E2,-1.435443282E0,4.315078735E0,2.062609911E0
2.338559739E2,-1.832019567E0,4.645382881E0,2.542711973E0
2.338609739E2,-2.197626352E0,4.874322891E0,2.968850374E0
2.338659739E2,-2.585259914E0,4.986073494E0,3.220545530E0
2.338709739E2,-3.072126389E0,4.987429619E0,3.549100399E0
2.338759739E2,-3.295854330E0,4.876825333E0,3.997948885E0
2.338809739E2,-3.027809143E0,4.688907623E0,4.366158009E0
2.338859739E2,-2.311094046E0,4.497454643E0,4.491485596E0
2.338909739E2,-1.225172281E0,4.226580620E0,4.259383202E0
2.338959739E2,-4.850777984E-2,3.943481445E0,3.688896894E0
2.339009739E2,9.615621567E-1,3.835036278E0,2.763766289E0
2.339059739E2,1.852523804E0,3.887457848E0,1.596408129E0
2.339109739E2,2.638040543E0,3.944795609E0,4.912505150E-1
2.339159739E2,3.248206854E0,3.951549530E0,-5.037686825E-1
2.339209739E2,3.488769054E0,3.945012093E0,-1.389765859E0
2.339259739E2,3.416994095E0,4.018037796E0,-2.096333742E0
2.339309739E2,3.029062510E0,4.161677361E0,-2.607964754E0
2.339359739E2,2.246303082E0,4.250014305E0,-2.842691660E0
2.339409739E2,1.253662348E0,4.315548897E0,-2.597121239E0
2.339459739E2,2.081161737E-1,4.289258957E0,-1.899144292E0
2.339509739E2,-7.047188282E-1,4.154359818E0,-1.039827347E0
2.339559739E2,-1.447920442E0,3.957264900E0,-1.504843235E-1
2.339609739E2,-1.934236646E0,3.684941292E0,6.066744328E-1
2.339659739E2,-1.936106682E0,3.372486115E0,1.278260469E0
2.339709739E2,-1.493455648E0,2.970463753E0,1.818522453E0
2.339759739E2,-8.937491775E-1,2.523933411E0,2.158814907E0
2.339809739E2,-2.385046184E-1,2.157658577E0,2.329570532E0
2.339859739E2,4.373313487E-1,1.729847908E0,2.267692089E0
2.339909739E2,9.916343093E-1,1.235724449E0,1.928211927E0
2.339959739E2,1.388866425E0,7.812910080E-1,1.518376112E0
2.340009739E2,1.672343969E0,4.674386978E-1,1.216720343E0
2.340059739E2,1.864018321E0,2.239179611E-1,8.165981770E-1
2.340109739E2,1.938229084E0,-3.382396698E-2,4.420604706E-1
2.340159739E2,1.879199624E0,-2.842321396E-1,7.238316536E-2
2.340209739E2,1.753185511E0,-4.993572235E-1,-2.993264198E-1
2.340259739E2,1.523226023E0,-7.001800537E-1,-6.484637260E-1
2.340309739E2,1.190093040E0,-8.783245087E-1,-9.544034004E-1
2.340359739E2,8.272590637E-1,-9.858083725E-1,-1.195842028E0
2.340409739E2,4.406327307E-1,-1.089952469E0,-1.279900551E0
2.340459739E2,6.084039435E-2,-1.188780785E0,-1.140865088E0
2.340509739E2,-3.309554756E-1,-1.299785614E0,-8.627475500E-1
2.340559739E2,-7.457798719E-1,-1.416520119E0,-4.842270613E-1
2.340609739E2,-1.124314547E0,-1.564844131E0,-7.170867920E-2
2.340659739E2,-1.412229419E0,-1.758698463E0,3.298444748E-1
2.340709739E2,-1.548979759E0,-2.023905277E0,7.448580265E-1
2.340759739E2,-1.602251410E0,-2.292398453E0,1.076199532E0
2.340809739E2,-1.644502282E0,-2.553108692E0,1.151906490E0
2.340859739E2,-1.494812012E0,-2.850485802E0,1.070659637E0
2.340909739E2,-1.226537704E0,-3.149870396E0,9.982845783E-1
2.340959739E2,-7.748879790E-1,-3.438949585E0,8.022508621E-1
2.341009739E2,-1.999547631E-1,-3.831011295E0,4.508700371E-1
2.341059739E2,3.222163320E-1,-4.184152126E0,1.711893082E-2
2.341109739E2,7.616784573E-1,-4.495579720E0,-4.134187698E-1
2.341159739E2,1.130246282E0,-4.761877537E0,-7.492387295E-1
2.341209739E2,1.468455911E0,-4.988906860E0,-9.697326422E-1
2.341259739E2,1.704363823E0,-5.192448616E0,-1.122121453E0
2.341309739E2,1.860790014E0,-5.387595654E0,-1.252287745E0
2.341359739E2,1.979874611E0,-5.527131081E0,-1.365084529E0
2.341409739E2,2.057281017E0,-5.571483612E0,-1.435233831E0
2.341459739E2,2.000533819E0,-5.560046196E0,-1.516589165E0
2.341509739E2,1.853900909E0,-5.482266426E0,-1.588278532E0
2.341559739E2,1.679417372E0,-5.398853302E0,-1.620634437E0
2.341609739E2,1.451625347E0,-5.309701443E0,-1.655535817E0
2.341659739E2,1.172294855E0,-5.189009666E0,-1.625273347E0
2.341709739E2,7.933301330E-1,-5.012673855E0,-1.524562478E0
2.341759739E2,3.315365314E-1,-4.704029560E0,-1.344627976E0
2.341809739E2,-8.431352675E-2,-4.305699348E0,-1.179176807E0
2.341859739E2,-3.348771632E-1,-3.939449787E0,-1.078194618E0
2.341909739E2,-5.210627317E-1,-3.606409550E0,-1.014902830E0
2.341959739E2,-6.491630077E-1,-3.258201599E0,-1.019711256E0
2.342009739E2,-6.995010972E-1,-2.857927322E0,-1.139953971E0
2.342059739E2,-6.574919820E-1,-2.444455624E0,-1.299175739E0
2.342109739E2,-5.287620425E-1,-2.085799217E0,-1.505159020E0
2.342159739E2,-3.175628781E-1,-1.751154423E0,-1.797087908E0
2.342209739E2,-5.071683601E-2,-1.391222954E0,-2.093722820E0
2.342259739E2,2.119824886E-1,-1.006060600E0,-2.378714323E0
2.342309739E2,3.335517049E-1,-5.858192444E-1,-2.631833553E0
2.342359739E2,2.497132421E-1,-1.636905670E-1,-2.802266121E0
2.342409739E2,6.698019058E-2,9.290599823E-2,-2.889637470E0
2.342459739E2,-1.353079379E-1,3.177986145E-1,-2.644904137E0
2.342509739E2,-3.933686316E-1,6.253318787E-1,-2.019570351E0
2.342559739E2,-7.010419369E-1,1.037047386E0,-1.267359614E0
2.342609739E2,-1.062915444E0,1.356312752E0,-5.633192062E-1
2.342659739E2,-1.299677253E0,1.509197235E0,6.273293495E-2
2.342709739E2,-1.240088940E0,1.726836205E0,6.474356651E-1
2.342759739E2,-1.036238790E0,1.986680984E0,1.176996946E0
2.342809739E2,-7.198894620E-1,2.308877945E0,1.592375278E0
2.342859739E2,-2.664185762E-1,2.635854721E0,2.015120983E0
2.342909739E2,2.939946651E-1,2.912567139E0,2.326503038E0
2.342959739E2,9.894991517E-1,3.087336540E0,2.379238367E0
2.343009739E2,1.735878468E0,3.110555649E0,2.202824116E0
2.343059739E2,2.435574532E0,3.058575630E0,2.033435583E0
2.343109739E2,2.859862804E0,3.149119377E0,2.006801128E0
2.343159739E2,2.886276722E0,3.380614281E0,2.278079033E0
2.343209739E2,2.683839560E0,3.666742325E0,2.717829943E0
2.343259739E2,2.343351126E0,3.835431099E0,3.193159103E0
2.343309739E2,1.947573900E0,3.868073463E0,3.618545771E0
2.343359739E2,1.588821888E0,3.857895851E0,4.019493103E0
2.343409739E2,1.330401301E0,3.739494324E0,4.419767380E0
2.343459739E2,1.077572584E0,3.590314865E0,4.857048035E0
2.343509739E2,8.061628342E-1,3.400757790E0,5.113528252E0
2.343559739E2,4.060706198E-1,3.151709557E0,5.044138908E0
2.343609739E2,-3.755368292E-2,2.919245720E0,4.608268738E0
2.343659739E2,-2.187465727E-1,2.740861893E0,3.876390219E0
2.343709739E2,-5.676388741E-2,2.701117516E0,3.084415197E0
2.343759739E2,4.805988073E-2,2.701398849E0,2.196099281E0
2.343809739E2,8.488523960E-2,2.623291969E0,1.022145748E0
2.343859739E2,7.853363454E-2,2.682774544E0,-3.645889759E-1
2.343909739E2,-6.334340572E-2,2.854713440E0,-1.702894330E0
2.343959739E2,-3.053641915E-1,3.086287498E0,-2.977416992E0
2.344009739E2,-6.563947201E-1,3.279779434E0,-4.281862736E0
2.344059739E2,-1.091855764E0,3.526357651E0,-5.428294182E0
2.344109739E2,-1.561914802E0,3.820431709E0,-6.056213379E0
2.344159739E2,-2.255433321E0,4.001141548E0,-6.125063419E0
2.344209739E2,-3.201283216E0,4.091782570E0,-5.485743523E0
2.344259739E2,-4.087361336E0,4.096913338E0,-4.083723068E0
2.344309739E2,-4.661580563E0,3.884056091E0,-2.185423851E0
2.344359739E2,-4.867914677E0,3.316930771E0,-2.327806950E-1
2.344409739E2,-4.687678337E0,2.570080757E0,1.501719236E0
2.344459739E2,-4.099510193E0,1.991809845E0,2.997989178E0
2.344509739E2,-3.136761189E0,1.484569550E0,4.274843216E0
2.344559739E2,-2.087651014E0,9.213724136E-1,5.428373337E0
2.344609739E2,-1.010468721E0,3.515033722E-1,6.280418396E0
2.344659739E2,1.487820148E-1,-1.604871750E-1,6.735726357E0
2.344709739E2,1.283229947E0,-5.711698532E-1,6.847942829E0
2.344759739E2,2.258037090E0,-8.906412125E-1,6.519453049E0
2.344809739E2,2.810826302E0,-1.070582390E0,5.813111305E0
2.344859739E2,2.929448843E0,-1.140589714E0,4.747363091E0
2.344909739E2,2.647090435E0,-1.135799408E0,3.466654778E0
2.344959739E2,2.080248356E0,-1.107174873E0,2.144533396E0
2.345009739E2,1.487475276E0,-1.021789551E0,9.922645092E-1
2.345059739E2,9.115961790E-1,-8.318958282E-1,2.128427029E-1
2.345109739E2,2.518175244E-1,-6.219186783E-1,-3.402788639E-1
2.345159739E2,-4.242833257E-1,-4.886608124E-1,-8.334050179E-1
2.345209739E2,-1.135670424E0,-4.378709793E-1,-1.327747583E0
2.345259739E2,-1.809817910E0,-3.731393814E-1,-1.771764159E0
2.345309739E2,-2.416434050E0,-3.254795074E-1,-2.174827814E0
2.345359739E2,-2.834748030E0,-3.031768799E-1,-2.572471619E0
2.345409739E2,-3.056727171E0,-3.932647705E-1,-2.950945377E0
2.345459739E2,-3.069617033E0,-5.752534866E-1,-3.238585949E0
2.345509739E2,-2.909070730E0,-8.369436264E-1,-3.408818960E0
2.345559739E2,-2.585805655E0,-1.131738663E0,-3.361964941E0
2.345609739E2,-2.134354830E0,-1.452317238E0,-2.989848614E0
2.345659739E2,-1.630983353E0,-1.772578716E0,-2.335783720E0
2.345709739E2,-1.066608906E0,-2.147576809E0,-1.623935819E0
2.345759739E2,-5.043336153E-1,-2.527123451E0,-1.058862448E0
2.345809739E2,-6.627818197E-2,-2.939746380E0,-6.691784859E-1
2.345859739E2,4.095598757E-1,-3.269971371E0,-3.199439049E-1
2.345909739E2,8.519642949E-1,-3.521916866E0,1.711916924E-2
2.345959739E2,1.188216448E0,-3.778315067E0,2.399535179E-1
2.346009739E2,1.423792124E0,-4.020150661E0,4.191396236E-1
2.346059739E2,1.467993855E0,-4.147670269E0,5.559504032E-1
2.346109739E2,1.308153272E0,-4.154436111E0,5.792341232E-1
2.346159739E2,1.040039539E0,-4.163463593E0,4.888839722E-1
2.346209739E2,6.672763228E-1,-4.184748650E0,3.042933941E-1
2.346259739E2,2.028181851E-1,-4.134939194E0,2.628326416E-2
2.346309739E2,-2.332854569E-1,-4.027648449E0,-3.182563782E-1
2.346359739E2,-5.181406736E-1,-3.886269093E0,-7.343599796E-1
2.346409739E2,-6.862580776E-1,-3.784984589E0,-1.181224227E0
2.346459739E2,-7.770723104E-1,-3.735575676E0,-1.682328939E0
2.346509739E2,-8.429831266E-1,-3.667535782E0,-2.141105175E0
2.346559739E2,-8.870409727E-1,-3.582930088E0,-2.554031372E0
2.346609739E2,-8.894494772E-1,-3.517874718E0,-2.911606073E0
2.346659739E2,-8.245162368E-1,-3.460808277E0,-3.140783787E0
2.346709739E2,-6.568301916E-1,-3.352387428E0,-3.215990782E0
2.346759739E2,-4.865122736E-1,-3.265678406E0,-3.208659410E0
2.346809739E2,-3.560652435E-1,-3.144245148E0,-3.162100792E0
2.346859739E2,-2.621788085E-1,-3.033459187E0,-3.119693279E0
2.346909739E2,-2.249467671E-1,-2.961556911E0,-2.986362696E0
2.346959739E2,-2.083410621E-1,-2.877141953E0,-2.720021486E0
2.347009739E2,-1.970063746E-1,-2.725090504E0,-2.370616436E0
2.347059739E2,-2.862840891E-1,-2.500198364E0,-2.085171461E0
2.347109739E2,-3.987308741E-1,-2.312596798E0,-1.931427121E0
2.347159739E2,-4.262384772E-1,-2.064376831E0,-1.895257235E0
2.347209739E2,-3.541727960E-1,-1.782488346E0,-2.044115543E0
2.347259739E2,-2.545559108E-1,-1.501324654E0,-2.301676750E0
2.347309739E2,-1.328252256E-1,-1.215624809E0,-2.518157005E0
2.347359739E2,-1.062691584E-2,-9.249076843E-1,-2.586816549E0
2.347409739E2,1.474600136E-1,-6.824436188E-1,-2.707427502E0
2.347459739E2,4.408253431E-1,-4.481868744E-1,-2.799438000E0
2.347509739E2,7.461853027E-1,-1.646261215E-1,-2.705805063E0
2.347559739E2,1.065411329E0,1.670618057E-1,-2.450303316E0
2.347609739E2,1.352217913E0,4.832019806E-1,-2.115633726E0
2.347659739E2,1.527617931E0,7.632055283E-1,-1.673440337E0
2.347709739E2,1.673014283E0,1.054319382E0,-1.051973462E0
2.347759739E2,1.700690150E0,1.381199837E0,-2.501130104E-1
2.347809739E2,1.503105044E0,1.706002235E0,5.109469891E-1
2.347859739E2,1.203209400E0,2.018102646E0,1.216947317E0
2.347909739E2,9.207555652E-1,2.304623604E0,1.918779373E0
2.347959739E2,4.414964318E-1,2.626667976E0,2.593871355E0
2.348009739E2,-2.000956237E-1,2.934160233E0,3.274225473E0
2.348059739E2,-1.081127763E0,3.265947342E0,3.875242949E0
2.348109739E2,-1.956855774E0,3.661183357E0,4.307354927E0
2.348159739E2,-2.492166519E0,3.905210495E0,4.581575394E0
2.348209739E2,-2.674462318E0,4.015716553E0,4.642804146E0
2.348259739E2,-2.547474861E0,3.994561195E0,4.358649254E0
2.348309739E2,-2.276136637E0,3.914216042E0,3.706222057E0
2.348359739E2,-1.827841759E0,3.816390991E0,2.879400730E0
2.348409739E2,-1.146492720E0,3.846890450E0,2.074577332E0
2.348459739E2,-2.233196646E-1,4.002838135E0,1.209699392E0
2.348509739E2,8.598176837E-1,4.134780884E0,1.770000458E-1
2.348559739E2,1.971690297E0,4.230442047E0,-9.962474108E-1
2.348609739E2,2.937592506E0,4.360758781E0,-2.212457180E0
2.348659739E2,3.755283594E0,4.555580139E0,-3.230879307E0
2.348709739E2,4.290845871E0,4.848135948E0,-3.949212551E0
2.348759739E2,4.377344608E0,5.103736877E0,-4.499785423E0
2.348809739E2,3.965924501E0,5.202202797E0,-4.593529224E0
2.348859739E2,3.018314600E0,5.144982338E0,-4.013808727E0
2.348909739E2,1.769201756E0,5.174653053E0,-2.851041555E0
2.348959739E2,3.913896978E-1,5.182482719E0,-1.361106992E0
2.349009739E2,-8.306502104E-1,4.996810913E0,1.647191048E-1
2.349059739E2,-1.653896093E0,4.612706184E0,1.562932968E0
2.349109739E2,-2.082379818E0,4.127044678E0,2.813325882E0
2.349159739E2,-2.112141132E0,3.657798767E0,3.946613073E0
2.349209739E2,-1.719539881E0,3.147621155E0,4.832752228E0
2.349259739E2,-1.016934872E0,2.561223030E0,5.452539921E0
2.349309739E2,-9.399560094E-2,1.986102104E0,5.750441551E0
2.349359739E2,1.024189115E0,1.467091560E0,5.724505424E0
2.349409739E2,2.039824724E0,9.046287537E-1,5.514408112E0
2.349459739E2,2.851355076E0,3.913173676E-1,5.165832520E0
2.349509739E2,3.357262135E0,-8.330440521E-2,4.738639832E0
2.349559739E2,3.624641418E0,-4.619626999E-1,4.326084137E0
2.349609739E2,3.708733559E0,-7.300891876E-1,3.926238537E0
2.349659739E2,3.538220406E0,-9.316978455E-1,3.493494987E0
2.349709739E2,3.153332710E0,-1.083480835E0,2.953276157E0
2.349759739E2,2.665064335E0,-1.189628601E0,2.270410776E0
2.349809739E2,2.147786617E0,-1.246865273E0,1.525939941E0
2.349859739E2,1.683849573E0,-1.283152580E0,7.953538895E-1
2.349909739E2,1.302317381E0,-1.298508644E0,1.074814796E-1
2.349959739E2,1.059376955E0,-1.346559525E0,-5.011472702E-1
2.350009739E2,8.009185195E-1,-1.366094589E0,-1.000911236E0
2.350059739E2,5.077229738E-1,-1.385179520E0,-1.371458769E0
2.350109739E2,1.615495980E-1,-1.516146660E0,-1.708638787E0
2.350159739E2,-1.377001554E-1,-1.662228584E0,-1.906403065E0
2.350209739E2,-4.390658140E-1,-1.721327782E0,-1.893634439E0
2.350259739E2,-6.311312914E-1,-1.777158737E0,-1.726860523E0
2.350309739E2,-7.465238571E-1,-1.924923420E0,-1.498908997E0
2.350359739E2,-8.221368790E-1,-2.114758015E0,-1.233500242E0
2.350409739E2,-8.444480300E-1,-2.339661598E0,-9.586701393E-1
2.350459739E2,-7.076042891E-1,-2.620875359E0,-6.594965458E-1
2.350509739E2,-4.599220455E-1,-2.910128593E0,-3.589448929E-1
2.350559739E2,-2.064226419E-1,-3.188071251E0,-1.314926147E-1
2.350609739E2,-7.487595081E-3,-3.434696674E0,1.976394653E-2
